_group,_name,_namespace,_qualName,_dc:relation,_dc:description,_comments,_examples,_required,_type,_thesaurus
Taxon,parentNameUsage,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/parentNameUsage,https://dwc.tdwg.org/terms/#dwc:parentNameUsage,"The full name, with authorship and date information if known, of the direct, most proximate higher-rank parent dwc:Taxon (in a classification) of the most specific element of the dwc:scientificName.",,`Rubiaceae`; `Gruiformes`; `Testudinae`,false,,
Taxon,originalNameUsage,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/originalNameUsage,https://dwc.tdwg.org/terms/#dwc:originalNameUsage,"The taxon name, with authorship and date information if known, as it originally appeared when first established under the rules of the associated dwc:nomenclaturalCode. The basionym (botany) or basonym (bacteriology) of the dwc:scientificName or the senior/earlier homonym for replaced names.","The full scientific name, with authorship and date information if known, of the name usage in which the terminal element of the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode. For example, for names governed by the ICNafp, this term would indicate the basionym of a record representing a subsequent combination. Unlike basionyms, however, this term can apply to scientific names at all ranks.",`Pinus abies`; `Gasterosteus saltatrix Linnaeus 1768`,false,,
Taxon,nameAccordingTo,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/nameAccordingTo,https://dwc.tdwg.org/terms/#dwc:nameAccordingTo,"The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.","This term provides context to the dwc:scientificName. Together with the dwc:scientificName, separated by `sensu` or `sec.`, it forms the taxon concept label, which may be seen as having the same relationship to dwc:taxonConceptID as, for example, dwc:acceptedNameUsage has to dwc:acceptedNameUsageID. When not provided, in Taxon Core data sets the dwc:nameAccordingTo can be taken to be the data set. In this case the data set mostly provides sufficient context to infer the delimitation of the taxon and its relationship with other taxa. In Occurrence Core data sets, when not provided, dwc:nameAccordingTo can be an underlying taxonomy of the data set, e.g. Plants of the World Online (http://powo.science.kew.org/) for vascular plant records in iNaturalist (in which case it should be provided), or, which is the case for most dwc:PreservedSpecimen data sets, the dwc:Identification, in which case there is no further context.","`Franz NM, Cardona-Duque J (2013) Description of two new species and phylogenetic reassessment of Perelleschus Wibmer & O’Brien, 1986 (Coleoptera: Curculionidae), with a complete taxonomic concept history of Perelleschus sec. Franz & Cardona-Duque, 2013. Syst Biodivers. 11: 209–236.` (as the full citation of the Franz & Cardona-Duque (2013) in Perelleschus splendida sec. Franz & Cardona-Duque (2013))",false,,
Taxon,namePublishedIn,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/namePublishedIn,https://dwc.tdwg.org/terms/#dwc:namePublishedIn,A reference for the publication in which the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,"A citation of the first publication of the name in its given combination, not the basionym / original name. Recombinations are often not published in zoology, in which case dwc:namePublishedIn should be empty.","`Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388`; `Forel, Auguste, Diagnosies provisoires de quelques espèces nouvelles de fourmis de Madagascar, récoltées par M. Grandidier., Annales de la Societe Entomologique de Belgique, Comptes-rendus des Seances 30, 1886`",false,,
Taxon,namePublishedInYear,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/namePublishedInYear,https://dwc.tdwg.org/terms/#dwc:namePublishedInYear,The four-digit year in which the dwc:scientificName was published.,,`1915`; `2008`,false,integer,
Taxon,higherClassification,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/higherClassification,https://dwc.tdwg.org/terms/#dwc:higherClassification,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the referenced dwc:Taxon.,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from the highest taxonomic rank to the lowest.",`Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Ranunculus`; `Animalia`; `Animalia | Chordata | Vertebrata | Mammalia | Theria | Eutheria | Rodentia | Hystricognatha | Hystricognathi | Ctenomyidae | Ctenomyini | Ctenomys`,false,,
Taxon,kingdom,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/kingdom,https://dwc.tdwg.org/terms/#dwc:kingdom,The full scientific name of the kingdom in which the dwc:Taxon is classified.,,`Animalia`; `Archaea`; `Bacteria`; `Chromista`; `Fungi`; `Plantae`; `Protozoa`; `Viruses`,false,,
Taxon,phylum,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/phylum,https://dwc.tdwg.org/terms/#dwc:phylum,The full scientific name of the phylum or division in which the dwc:Taxon is classified.,,`Chordata` (phylum); `Bryophyta` (division),false,,
Taxon,class,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/class,https://dwc.tdwg.org/terms/#dwc:class,The full scientific name of the class in which the dwc:Taxon is classified.,,`Mammalia`; `Hepaticopsida`,false,,
Taxon,order,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/order,https://dwc.tdwg.org/terms/#dwc:order,The full scientific name of the order in which the dwc:Taxon is classified.,,`Carnivora`; `Monocleales`,false,,
Taxon,superfamily,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/superfamily,https://dwc.tdwg.org/terms/#dwc:superfamily,The full scientific name of the superfamily in which the dwc:Taxon is classified.,"A taxonomic category subordinate to an order and superior to a family. According to ICZN article 29.2, the suffix `-oidea` is used for a superfamily name.",`Achatinoidea`; `Cerithioidea`; `Helicoidea`; `Hypsibioidea`; `Valvatoidea`; `Zonitoidea`,false,,
Taxon,family,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/family,https://dwc.tdwg.org/terms/#dwc:family,The full scientific name of the family in which the dwc:Taxon is classified.,,`Felidae`; `Monocleaceae`,false,,
Taxon,subfamily,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subfamily,https://dwc.tdwg.org/terms/#dwc:subfamily,The full scientific name of the subfamily in which the dwc:Taxon is classified.,,`Periptyctinae`; `Orchidoideae`; `Sphindociinae`,false,,
Taxon,tribe,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/tribe,https://dwc.tdwg.org/terms/#dwc:tribe,The full scientific name of the tribe in which the dwc:Taxon is classified.,,`Ortaliini`; `Arethuseae`,false,,
Taxon,subtribe,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subtribe,https://dwc.tdwg.org/terms/#dwc:subtribe,The full scientific name of the subtribe in which the dwc:Taxon is classified.,,`Plotinini`; `Typhaeini`,false,,
Taxon,genus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/genus,https://dwc.tdwg.org/terms/#dwc:genus,The full scientific name of the genus in which the dwc:Taxon is classified.,,`Puma`; `Monoclea`,false,,
Taxon,genericName,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/genericName,https://dwc.tdwg.org/terms/#dwc:genericName,The genus part of the dwc:scientificName without authorship.,For synonyms the accepted genus and the genus part of the name may be different. The term dwc:genericName should be used together with dwc:specificEpithet to form a binomial and with dwc:infraspecificEpithet to form a trinomial. The term dwc:genericName should only be used for combinations. Uninomials of generic rank do not have a dwc:genericName.,"`Felis` (for scientificName `Felis concolor`, with accompanying values of `Puma concolor` in acceptedNameUsage and `Puma` in genus)",false,,
Taxon,subgenus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subgenus,https://dwc.tdwg.org/terms/#dwc:subgenus,The full scientific name of the subgenus in which the dwc:Taxon is classified. Values should include the genus to avoid homonym confusion.,,`Strobus`; `Amerigo`; `Pilosella`,false,,
Taxon,infragenericEpithet,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/infragenericEpithet,https://dwc.tdwg.org/terms/#dwc:infragenericEpithet,The infrageneric part of a binomial name at ranks above species but below genus.,"The term dwc:infragenericEpithet should be used in conjunction with dwc:genericName, dwc:specificEpithet, dwc:infraspecificEpithet, dwc:taxonRank and dwc:scientificNameAuthorship to represent the individual elements of the complete dwc:scientificName. It can be used to indicate the subgenus placement of a species, which in zoology is often given in parentheses. Can also be used to share infrageneric names such as botanical sections (e.g., `Vicia sect. Cracca`).",`Abacetillus` (for scientificName `Abacetus (Abacetillus) ambiguus`); `Cracca` (for scientificName `Vicia sect. Cracca`),false,,
Taxon,specificEpithet,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/specificEpithet,https://dwc.tdwg.org/terms/#dwc:specificEpithet,The name of the first or species epithet of the dwc:scientificName.,,`concolor`; `gottschei`,false,,
Taxon,infraspecificEpithet,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,https://dwc.tdwg.org/terms/#dwc:infraspecificEpithet,"The name of the lowest or terminal infraspecific epithet of the dwc:scientificName, excluding any rank designation.","In botany, name strings in literature and identifications may have multiple infraspecific ranks. According to the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles 6.7 & Art. 24.1), valid names only have two epithets, with the lowest rank being the dwc:infraspecificEpithet. For example: the dwc:infraspecificEpithet in the string `Indigofera charlieriana subsp. sessilis var. scaberrima` is `scaberrima` and the dwc:scientificName is `Indigofera charlieriana var. scaberrima (Schinz) J.B.Gillett`. Use dwc:verbatimIdentification for the full name string used in a dwc:Identification.","`concolor` (for scientificName `Puma concolor concolor (Linnaeus, 1771)`); `oxyadenia` (for scientificName `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell`); `laxa` (for scientificName `Cheilanthes hirta f. laxa (Kunze) W.Jacobsen & N.Jacobsen`); `scaberrima` (for scientificName `Indigofera charlieriana var. scaberrima (Schinz) J.B.Gillett`)",false,,
Taxon,cultivarEpithet,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/cultivarEpithet,https://dwc.tdwg.org/terms/#dwc:cultivarEpithet,"Part of the name of a cultivar, cultivar group or grex that follows the dwc:scientificName.","According to the Rules of the Cultivated Plant Code, a cultivar name consists of a botanical name followed by a cultivar epithet. The value given as the dwc:cultivarEpithet should exclude any quotes. The term dwc:taxonRank should be used to indicate which type of cultivated plant name (e.g. cultivar, cultivar group, grex) is concerned. This epithet, including any enclosing apostrophes or suffix, should be provided in dwc:scientificName as well.",`King Edward` (for scientificName `Solanum tuberosum 'King Edward'` and taxonRank `cultivar`); `Mishmiense` (for scientificName `Rhododendron boothii Mishmiense Group` and taxonRank `cultivar group`); `Atlantis` (for scientificName `Paphiopedilum Atlantis grex` and taxonRank `grex`),false,,
Taxon,taxonRank,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonRank,https://dwc.tdwg.org/terms/#dwc:taxonRank,The taxonomic rank of the most specific name in the dwc:scientificName.,"Recommended best practice is to use a controlled vocabulary. The taxon ranks of algae, fungi and plants are defined in the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles H3.2, H4.4 and H.3.1).",`subspecies`; `varietas`; `forma`; `species`; `genus`; `nothogenus`; `nothospecies`; `nothosubspecies`,false,,http://rs.gbif.org/vocabulary/gbif/rank_2015-04-24.xml
Taxon,verbatimTaxonRank,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimTaxonRank,https://dwc.tdwg.org/terms/#dwc:verbatimTaxonRank,The taxonomic rank of the most specific name in the dwc:scientificName as it appears in the original record.,,`Agamospecies`; `sub-lesus`; `prole`; `apomict`; `nothogrex`; `sp.`; `subsp.`; `var.`,false,,
Taxon,scientificNameAuthorship,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/scientificNameAuthorship,https://dwc.tdwg.org/terms/#dwc:scientificNameAuthorship,The authorship information for the dwc:scientificName formatted according to the conventions of the applicable dwc:nomenclaturalCode.,,"`(Torr.) J.T. Howell`; `(Martinovský) Tzvelev`; `(Györfi, 1952)`",false,,
Taxon,vernacularName,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/vernacularName,https://dwc.tdwg.org/terms/#dwc:vernacularName,A common or vernacular name.,,`Andean Condor`; `Condor Andino`; `American Eagle`; `Gänsegeier`,false,,
Taxon,nomenclaturalCode,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,https://dwc.tdwg.org/terms/#dwc:nomenclaturalCode,The nomenclatural code (or codes in the case of an ambiregnal name) under which the dwc:scientificName is constructed.,Recommended best practice is to use a controlled vocabulary.,`ICN`; `ICZN`; `BC`; `ICNCP`; `BioCode`,false,,http://rs.gbif.org/vocabulary/gbif/nomenclatural_code.xml
Taxon,taxonomicStatus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonomicStatus,https://dwc.tdwg.org/terms/#dwc:taxonomicStatus,"The status of the use of the dwc:scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a dwc:Taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.",Recommended best practice is to use a controlled vocabulary.,`invalid`; `misapplied`; `homotypic synonym`; `accepted`,false,,
Taxon,nomenclaturalStatus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/nomenclaturalStatus,https://dwc.tdwg.org/terms/#dwc:nomenclaturalStatus,The status related to the original publication of the name and its conformance to the relevant rules of nomenclature. It is based essentially on an algorithm according to the business rules of the code. It requires no taxonomic opinion.,,`nom. ambig.`; `nom. illeg.`; `nom. subnud.`,false,,http://rs.gbif.org/vocabulary/gbif/nomenclatural_status_2019-02-08.xml
Taxon,taxonRemarks,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonRemarks,https://dwc.tdwg.org/terms/#dwc:taxonRemarks,Comments or notes about the taxon or name.,,`this name is a misspelling in common use`,false,,
Record-level,modified,http://purl.org/dc/terms/,http://purl.org/dc/terms/modified,https://dwc.tdwg.org/terms/#dcterms:modified,The most recent date-time on which the resource was changed.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 8:40am UTC); `2018-08-29T15:19` (3:19pm local time on 29 August 2018); `1809-02-12` (some time during 12 February 1809); `1906-06` (some time in June 1906); `1971` (some time in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC); `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909); `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007),false,date,
Record-level,language,http://purl.org/dc/elements/1.1/,http://purl.org/dc/elements/1.1/language,https://dwc.tdwg.org/terms/#dc:language,A language of the resource.,Recommended best practice is to use a controlled vocabulary such as RFC 5646.,`en` (for English); `es` (for Spanish),false,,
Record-level,license,http://purl.org/dc/terms/,http://purl.org/dc/terms/license,https://dwc.tdwg.org/terms/#dcterms:license,A legal document giving official permission to do something with the resource.,,`http://creativecommons.org/publicdomain/zero/1.0/legalcode`; `http://creativecommons.org/licenses/by/4.0/legalcode`,false,,
Record-level,rightsHolder,http://purl.org/dc/terms/,http://purl.org/dc/terms/rightsHolder,https://dwc.tdwg.org/terms/#dcterms:rightsHolder,A person or organization owning or managing rights over the resource.,,`The Regents of the University of California`,false,,
Record-level,accessRights,http://purl.org/dc/terms/,http://purl.org/dc/terms/accessRights,https://dwc.tdwg.org/terms/#dcterms:accessRights,Information about who can access the resource or an indication of its security status.,"Access Rights may include information regarding access or restrictions based on privacy, security, or other policies.",`not-for-profit use only` (string literal example); `https://www.fieldmuseum.org/field-museum-natural-history-conditions-and-suggested-norms-use-collections-data-and-images` (URI example),false,,
Record-level,bibliographicCitation,http://purl.org/dc/terms/,http://purl.org/dc/terms/bibliographicCitation,https://dwc.tdwg.org/terms/#dcterms:bibliographicCitation,A bibliographic reference for the resource.,"From Dublin Core, ""Recommended practice is to include sufficient bibliographic detail to identify the resource as unambiguously as possible."" The intended usage of this term in Darwin Core is to provide the preferred way to cite the resource itself - ""how to cite this record"". Note that the intended usage of dcterms:references in Darwin Core, by contrast, is to point to the definitive source representation of the resource - ""where to find the as-close-to-original reference, if one is available.","`Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:165861?seid=101356. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal.` (Occurrence example); `https://www.gbif.org/species/2439608 Source: GBIF Taxonomic Backbone` (Taxon example); `Rand, K.M., Logerwell, E.A. The first demersal trawl survey of benthic fish and invertebrates in the Beaufort Sea since the late 1970s. Polar Biol 34, 475–488 (2011). https://doi.org/10.1007/s00300-010-0900-2` (Event example)",false,,
Record-level,references,http://purl.org/dc/terms/,http://purl.org/dc/terms/references,https://dwc.tdwg.org/terms/#dcterms:references,"A related resource that is referenced, cited, or otherwise pointed to by the described resource.","From Dublin Core, ""This property is intended to be used with non-literal values. This property is an inverse property of Is Referenced By."" The intended usage of this term in Darwin Core is to point to the definitive source representation of the resource (e.g.,Taxon, Occurrence, Event in Darwin Core), if one is available. Note that the intended usage of dcterms:bibliographicCitation in Darwin Core, by contrast, is to provide the preferred way to cite the resource itself.",`http://arctos.database.museum/guid/MVZ:Mamm:165861` (MaterialEntity example); `https://www.catalogueoflife.org/data/taxon/32664` (Taxon example),false,uri,
Record-level,institutionCode,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/institutionCode,https://dwc.tdwg.org/terms/#dwc:institutionCode,The name (or acronym) in use by the institution having custody of the object(s) or information referred to in the record.,,`MVZ`; `FMNH`; `CLO`; `UCMP`,false,,
Record-level,institutionID,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/institutionID,https://dwc.tdwg.org/terms/#dwc:institutionID,An identifier for the institution having custody of the object(s) or information referred to in the record.,"For physical specimens, the recommended best practice is to use a globally unique and resolvable identifier from a collections registry such as the Research Organization Registry (ROR) or the Global Registry of Scientific Collections (https://www.gbif.org/grscicoll).",`https://ror.org/015hz7p22`; `http://grscicoll.org/institution/museum-southwestern-biology`; `https://www.gbif.org/grscicoll/institution/e3d4dcc4-81e2-444c-8a5c-41d1044b5381`,false,,
Record-level,datasetID,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/datasetID,https://dwc.tdwg.org/terms/#dwc:datasetID,An identifier for the set of data. May be a global unique identifier or an identifier specific to a collection or institution.,,`b15d4952-7d20-46f1-8a3e-556a512b04c5`,false,,
Record-level,datasetName,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/datasetName,https://dwc.tdwg.org/terms/#dwc:datasetName,The name identifying the data set from which the record was derived.,,`Grinnell Resurvey Mammals`; `Lacey Ctenomys Recaptures`,false,,
Record-level,informationWithheld,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/informationWithheld,https://dwc.tdwg.org/terms/#dwc:informationWithheld,"Additional information that exists, but that has not been shared in the given record.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`location information not given for endangered species`; `collector identities withheld | ask about tissue samples`,false,,
